Type,銷售文件類型,Save,Message,項目,排程明細號碼,ETD Date,專案代碼,上線日,訂單,物料,物料說明,規格,User Status,項目數量,收貨數量,系統料齊日,基本開始日期,基本完成日期,工單備註,備註(生管),DIP完工日,TEST上線日,料齊日(生管),責任單位(人工),逾期代碼,逾期說明,列印日期,已發料,Fin.iss,GMPS,料齊日(物管),未上線原因(生管),SRR申請單號,VVIP,VVIP2,綠色通道,儲存地點,MRP 控制員,MRP 控制員名稱,客戶名稱(人工),頂階成品品號(人工),Request Qty,訂單單號(人工),訂單單號項次(人工),OTD(PC),Rev,未上線原因,CRTD,REL,PDLV,DLV,確認指示碼,建立日期,前日料齊,Critical,缺料1,缺料2,缺料3,缺料4,缺料5,缺料6,缺料7,缺料8,缺料9,缺料10,MC Code,MC名稱,期望料齊日,最晚料齊日,實際開工日,實際完工日,備註(物管),頂階工單,工廠,SD 文件種類,SO 號碼,銷售訂單項目,客戶,名稱 1,預訂號碼,MRP 群組,產品階層,拔工單 Check(生管),OP確認OK(生管),原開工日期(生管),死棋料(生管),拔工單Remark(生管),收貨作業處理時間,Promise Date,齊套日期,瓶頸料,瓶頸料齊日,瓶頸料缺料,瓶頸料工單,Icon,Priority,訂單創建日期,是否可以委外加工,不可發包原因,PCB第一次生產,製件數,重點pullin,Series Alert,BU,VP
MO,91N1,Save,,0,0,,2507.91-72135-10C0-10,2025-07-28 00:00:00,91N125070236,91-72135-10C0-10,Express-CFR-i7-9850HL,(G)Rev:,ZREL,6,0,,2025-07-28 00:00:00,2025-08-05 00:00:00,"9V-72135-000E減量,59-72135-10D0+91",,,,2025-07-25 00:00:00,,,,2025-07-21 00:00:00,Y,,X,,,,false,H,false,AY91,P02,COM-陳佳菱,勁豐電子股份有限公司,91-72135-10C0-10,5,1100028518,10,2025-07-22 00:00:00,,,,X,,,,2025-05-26 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,2025-07-24 00:00:00,,,91N125070236,1100,C,,0,2469,勁豐電子股份有限公司,4767494,Z040,0026.0070.COM102,true,true,2025-07-24 00:00:00,51-72135-0A10-A0,1.拔工單:6/12*51-72135-0A10-A0,1,,2025-07-22 00:00:00,,,,,,,2025-05-21 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-08-08 00:00:00,2507.91-72135-3500,2025-08-05 00:00:00,59N125070280,59-72135-3500,Express-CFR-E-2276ME/TPM2.0/32G/BD,(EP)Rev:A1,ZREL,350,0,2025-08-07 00:00:00,2025-08-05 00:00:00,2025-08-13 00:00:00,59-72135-3500+91,,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-04 00:00:00,,,,2025-07-22 00:00:00,,,,,,,false,H,false,AY59,P02,COM-陳佳菱,Trilogic Systems Corporation,91-72135-3500,0,1100028824,10,2025-07-16 00:00:00,A1,6/4 AATI新進訂單需求,,X,,,,2025-06-04 00:00:00,,Y,29-6BC00-L4J0(20250807)L,,,,,,,,,,M05,蔡蕙心,,,,,OK,91N125070280,1100,C,,0,4326,Trilogic Systems Corporation,4782633,Z040,0026.0070.COM102,false,false,,,,1,,2025-08-14 00:00:00,,,,,,,2025-06-03 00:00:00,,,,1461,,,COM,
MO,91N1,Save,,0,0,2025-08-22 00:00:00,2507.91-72135-3500,2025-08-13 00:00:00,91N125070280,91-72135-3500,Express-CFR-E-2276ME/TPM2.0/32G/BD,(EP)Rev:,ZCHG,350,0,2025-08-14 00:00:00,2025-08-13 00:00:00,2025-08-14 00:00:00,59-72135-3500+91,,,,2025-08-13 00:00:00,,,,,,,,,,,false,H,false,AY91,P02,COM-陳佳菱,Trilogic Systems Corporation,91-72135-3500,0,1100028824,10,2025-07-16 00:00:00,,,,X,,,,2025-06-04 00:00:00,,,46-60998-0000-A0(20250814)H,,,,,,,,,,M05,蔡蕙心,,,,,,91N125070280,1100,C,,0,4326,Trilogic Systems Corporation,4782632,Z040,0026.0070.COM102,false,false,,,,1,,2025-08-14 00:00:00,,,,,,,2025-06-03 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-08-12 00:00:00,2507.91-72137-9200,2025-08-14 00:00:00,59N125070331,59-72137-9200,Express-ID7-D-1713NT/M16G/OpenText,(EP)Rev.,ZREL,180,0,2025-08-11 00:00:00,2025-08-14 00:00:00,2025-08-26 00:00:00,6/12:需求從12/1提前到7/31;59-72137-9200+91,"8/16接測,料齊排線時通知MPM-Mark,需提供首件檢查表FAI report給客戶",2025-08-15 00:00:00,2025-08-16 00:00:00,2025-08-11 00:00:00,,,,,,,,,,,false,H,false,AY59,P02,COM-陳佳菱,Avnet Inc.,91-72137-9200,0,1100028257,10,2025-07-31 00:00:00,A2,6/12 客需日：12月提前至7/31,,X,,,,2025-06-13 00:00:00,,Y,,,,,,,,,,,M12,蕭嘉欣,,,,,OK,91N125070331,1100,C,,0,3877,Avnet Inc.,4785805,Z040,0026.0070.COM103,true,true,2025-08-08 00:00:00,71-01713-00Z0,1.拔工單:7/17*71-01713-00Z0,1,,2025-11-06 00:00:00,,,,,,,2025-05-13 00:00:00,,,,1555,,,COM,
MO,91N1,Save,,0,0,2025-08-21 00:00:00,2507.91-72137-9200,2025-08-27 00:00:00,91N125070331,91-72137-9200,Express-ID7-D-1713NT/M16G/OpenText,(EP)Rev.,ZREL,180,0,2025-08-14 00:00:00,2025-08-27 00:00:00,2025-08-28 00:00:00,6/12:需求從12/1提前到7/31;59-72137-9200+91,"料齊排線時通知MPM-Mark,需提供首件檢查表FAI report給客戶",,,2025-08-26 00:00:00,,,,,,,,,,,false,H,false,AY91,P02,COM-陳佳菱,Avnet Inc.,91-72137-9200,0,1100028257,10,2025-07-31 00:00:00,,,,X,,,,2025-06-13 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,,,,91N125070331,1100,C,,0,3877,Avnet Inc.,4785167,Z040,0026.0070.COM103,true,true,2025-08-25 00:00:00,71-01713-00Z0,1.拔工單:7/17*71-01713-00Z0,1,,2025-11-06 00:00:00,,,,,@5D@,,2025-05-13 00:00:00,,,,0,,,COM,
MO,59E1,Save,,0,0,,2507.91-72138-L10E,2025-07-25 00:00:00,59E125070189,59-72138-L10E,t1Express-TL-W-11865MLE/Leica,(EA)Rev.,ZREL,2,0,,2025-07-25 00:00:00,2025-07-30 00:00:00,"[2連板]收單:20250528,Clareyl#8758,55+59+91",,,,2025-07-22 00:00:00,,,,2025-07-18 00:00:00,Y,X,X,,,,false,,false,AY59,P14,COM -EA1,ADLINK Technology GmbH,91-72138-L10E,0,2210015248,10,2025-07-30 00:00:00,A3,,,X,,,,2025-06-02 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,2025-07-23 00:00:00,,,91E125070189,1100,C,,0,AD7102,ADLINK Technology GmbH,4776197,Z040,0026.0070.COM102,false,false,2025-08-01 00:00:00,,,1,,2025-07-28 00:00:00,,,,,,,2025-05-28 00:00:00,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-08-04 00:00:00,2507.91-72138-L10E,2025-07-31 00:00:00,91E125070189,91-72138-L10E,t1Express-TL-W-11865MLE/Leica,(EA)Rev.,ZREL,2,0,2025-07-28 00:00:00,2025-07-31 00:00:00,2025-08-01 00:00:00,"收單:20250528,Clareyl#8758,55+59+91",,,,2025-07-30 00:00:00,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY91,P14,COM -EA1,ADLINK Technology GmbH,91-72138-L10E,0,2210015248,10,2025-07-30 00:00:00,,,,X,,,,2025-06-02 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,,,,91E125070189,1100,C,,0,AD7102,ADLINK Technology GmbH,4775578,Z040,0026.0070.COM102,false,false,2025-08-05 00:00:00,,,1,,2025-07-28 00:00:00,,,,,,,2025-05-28 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-07-29 00:00:00,2507.91-72139-Q010,2025-07-26 00:00:00,59N125070457,59-72139-Q010,t1Express-RLP-i7-13800HRE,(G)Rev.,ZREL,20,0,,2025-07-26 00:00:00,2025-07-30 00:00:00,59-72139-Q010+91,,2025-07-28 00:00:00,2025-07-28 00:00:00,2025-07-25 00:00:00,,,,2025-07-16 00:00:00,Y,,X,,,,false,,false,AY59,P02,COM-陳佳菱,"Ampro ADLINK Technology, Inc.",91-72139-Q010,0,8130000430,50,2025-07-25 00:00:00,A1,,,X,,,,2025-07-14 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,2025-07-25 00:00:00,,,91N125070457,1100,,,0,,,4832129,Z040,0026.0070.COM102,false,false,,,,1,,2025-11-24 00:00:00,,,,,,,,,,,0,,,COM,
MO,91N1,Save,,0,0,2025-08-05 00:00:00,2507.91-72139-Q010,2025-08-01 00:00:00,91N125070457,91-72139-Q010,t1Express-RLP-i7-13800HRE,(G)Rev.,ZREL,20,0,2025-07-28 00:00:00,2025-08-01 00:00:00,2025-08-06 00:00:00,59-72139-Q010+91,,,,2025-07-30 00:00:00,,,,2025-07-25 00:00:00,,,,,,,false,,false,AY91,P02,COM-陳佳菱,"Ampro ADLINK Technology, Inc.",91-72139-Q010,0,8130000430,50,2025-07-25 00:00:00,,,,X,,,,2025-07-14 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,,,,91N125070457,1100,,,0,,,4831867,Z041,0026.0070.COM102,false,false,,,,1,,2025-11-24 00:00:00,,,,,@5D@,,,,,,0,X,,COM,
MO,59E1,Save,,0,0,2025-07-30 00:00:00,2507.91-72139-W10E,2025-07-31 00:00:00,59E125070186,59-72139-W10E,Express-RLP-i5-1345URE/Campion,(EA)Rev.,ZREL,44,0,,2025-07-31 00:00:00,2025-08-07 00:00:00,"[2連板]收單:20250527,Cindy#8585,55+59+91",,,,2025-07-30 00:00:00,,,,2025-07-24 00:00:00,,,,,,,false,,false,AY59,P14,COM -EA1,ADLINK Technology GmbH,91-72139-W10E,1,2210015240,40,2025-07-16 00:00:00,A2,,,X,,,,2025-06-02 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,,,,91E125070186,1100,C,,0,AD7102,ADLINK Technology GmbH,4776126,Z040,0026.0070.COM102,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,2025-05-27 00:00:00,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-08-06 00:00:00,2507.91-72139-W10E,2025-08-08 00:00:00,91E125070186,91-72139-W10E,Express-RLP-i5-1345URE/Campion,(EA)Rev.,ZREL,43,0,2025-07-28 00:00:00,2025-08-08 00:00:00,2025-08-12 00:00:00,"收單:20250527,Cindy#8585,55+59+91",,,,2025-08-07 00:00:00,,,,,,,,,,,false,,false,AY91,P14,COM -EA1,ADLINK Technology GmbH,91-72139-W10E,0,2210015240,40,2025-07-16 00:00:00,,,,X,,,,2025-06-02 00:00:00,,,,,,,,,,,,,M05,蔡蕙心,,,,,,91E125070186,1100,C,,0,AD7102,ADLINK Technology GmbH,4775587,Z040,0026.0070.COM102,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,2025-05-27 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-09-03 00:00:00,2507.91-72213-160D,2025-08-29 00:00:00,59N125090145,59-72213-1600,cExpress-SL-i5-6300U/BEL,(EP)REV:B1,ZREL,30,0,2025-09-02 00:00:00,2025-08-29 00:00:00,2025-09-03 00:00:00,59-72213-1600+85-72213-160D+91,,2025-09-01 00:00:00,2025-09-01 00:00:00,2025-08-28 00:00:00,,,,,,,,,,,false,,false,AY59,P02,COM-陳佳菱,Datasol (B) Pvt Ltd,91-72213-160D,0,1100029329,10,2025-07-30 00:00:00,,,,X,,,,2025-06-23 00:00:00,,Y,51-72215-0B10-A0(20250902)L,,,,,,,,,,M12,蕭嘉欣,,,,,OK(51-72215-0B10-A0(20250902)L拔MO=>ETA:8/28目前最好交期),91N125090145,1100,C,,0,3136,Datasol (B) Pvt Ltd,4804305,Z040,0026.0070.COM202,false,false,,,,1,,2025-09-02 00:00:00,,,,,,,2025-06-19 00:00:00,,,,1488,,,COM,
MO,59N1,Save,,0,0,2025-08-15 00:00:00,2507.91-72215-1140,2025-08-14 00:00:00,59N125070362,59-72215-1140,cExpress-KL-i5-7300U/SMD,(*)(G)Rev:A2,ZREL,100,0,2025-08-14 00:00:00,2025-08-14 00:00:00,2025-08-20 00:00:00,59-72215-1140+91,,2025-08-15 00:00:00,2025-08-15 00:00:00,2025-08-13 00:00:00,,,,,,,,,,,false,H,false,AY59,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72215-1140,0,2210015492,10,2025-07-30 00:00:00,B1,提報PPV,,X,,,,2025-06-19 00:00:00,,Y,,,,,,,,,,,M12,蕭嘉欣,,,,,OK,91N125070362,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4802081,Z040,0026.0070.COM202,false,false,,,,1,,2025-09-02 00:00:00,,,,,,,2025-06-16 00:00:00,,,,1478,,,COM,
MO,91N1,Save,,0,0,2025-08-22 00:00:00,2507.91-72215-1140,2025-08-20 00:00:00,91N125070362,91-72215-1140,cExpress-KL-i5-7300U/SMD,(*)(G)Rev:A2,ZREL,100,0,2025-08-08 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,59-72215-1140+91,,,,2025-08-20 00:00:00,,,,,,,,,,,false,H,false,AY91,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72215-1140,0,2210015492,10,2025-07-30 00:00:00,,提報PPV,,X,,,,2025-06-19 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,,,,91N125070362,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4801960,Z022,0026.0070.COM202,false,false,,,,0,,2025-09-02 00:00:00,,,,,,,2025-06-16 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-09-03 00:00:00,2507.91-72215-1140-1,2025-09-01 00:00:00,59N125080259,59-72215-1140,cExpress-KL-i5-7300U/SMD,(*)(G)Rev:A2,ZREL,100,0,2025-09-02 00:00:00,2025-09-01 00:00:00,2025-09-09 00:00:00,59-72215-1140+91,9/3接測,2025-09-02 00:00:00,2025-09-03 00:00:00,2025-08-29 00:00:00,,,,,,,,,,,false,H,false,AY59,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72215-1140,0,2210015492,10,2025-07-30 00:00:00,B1,提報PPV,,X,,,,2025-07-02 00:00:00,,Y,51-72215-0B10-A0(20250902)L,,,,,,,,,,M12,蕭嘉欣,,,,,OK,91N125070362,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4819955,Z040,0026.0070.COM202,false,false,2025-08-14 00:00:00,51-72215-0B10-A0,1.拔工單*7/17*51-72215-0B10-A0,1,,2025-09-02 00:00:00,,,,,,,2025-06-16 00:00:00,,,,1478,,,COM,
MO,91N1,Save,,0,0,2025-09-10 00:00:00,2507.91-72215-1140-1,2025-09-10 00:00:00,91N125080288,91-72215-1140,cExpress-KL-i5-7300U/SMD,(*)(G)Rev:A2,ZREL,100,0,2025-08-25 00:00:00,2025-09-10 00:00:00,2025-09-17 00:00:00,59-72215-1140+91,,,,2025-09-09 00:00:00,,,,,,,,,,,false,H,false,AY91,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72215-1140,0,2210015492,10,2025-07-30 00:00:00,,,,X,,,,2025-07-11 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,,,,91N125070362,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4830067,Z022,0026.0070.COM202,false,false,2025-08-21 00:00:00,51-72215-0B10-A0,1.拔工單*7/17*51-72215-0B10-A0,1,,2025-09-02 00:00:00,,,,,,,2025-06-16 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,,2507.91-72217-1310,2025-07-18 00:00:00,59N125070202,59-72217-1310,cExpress-EL-X6413E/eDP/Sigmatek,(G)Rev:,ZREL,102,95,2025-07-18 00:00:00,2025-07-18 00:00:00,2025-07-24 00:00:00,59-72217-1310+91,,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-17 00:00:00,,2.生產異常,7/22 不良原因: 累計5PCS以上 相同不良( CLOSEME fail ),2025-07-04 00:00:00,Y,,X,,,,false,,false,AY59,P02,COM-陳佳菱,ADLINK Technology GmbH,91-72217-1310,0,2210015017,10,2025-07-23 00:00:00,A2,,,X,X,,,2025-05-19 00:00:00,,Y,,,,,,,,,,,M12,蕭嘉欣,,,2025-07-16 00:00:00,,OK,91N125070202,1100,C,,0,AD7102,ADLINK Technology GmbH,4757572,Z040,0026.0070.COM202,false,false,,,,1,,2025-07-18 00:00:00,,,,,,,2025-05-12 00:00:00,,,,1403,,,COM,
MO,91N1,Save,,0,0,2025-08-04 00:00:00,2507.91-72217-1310,2025-07-25 00:00:00,91N125070202,91-72217-1310,cExpress-EL-X6413E/eDP/Sigmatek,(G)Rev:,ZREL,102,0,,2025-07-25 00:00:00,2025-07-29 00:00:00,59-72217-1310+91,,,,2025-07-24 00:00:00,,,,2025-07-18 00:00:00,Y,,X,,,,false,,false,AY91,P02,COM-陳佳菱,ADLINK Technology GmbH,91-72217-1310,0,2210015017,10,2025-07-23 00:00:00,,,,X,,,,2025-05-19 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,2025-07-23 00:00:00,,,91N125070202,1100,C,,0,AD7102,ADLINK Technology GmbH,4756935,Z040,0026.0070.COM202,false,false,,,,0,,2025-07-18 00:00:00,,,,,,,2025-05-12 00:00:00,,,,0,,,COM,
MO,59N1,Save,,0,0,2025-08-23 00:00:00,2507.91-72221-4010,2025-09-02 00:00:00,59N125070365,59-72221-4010,cExpress-MTL-125H,(G)Rev.,ZCHG,6,0,2025-08-22 00:00:00,2025-09-02 00:00:00,2025-09-04 00:00:00,"9V-72221-000E減量,59-72221-4010+91",,2025-09-03 00:00:00,2025-08-19 00:00:00,2025-09-01 00:00:00,,,,,,,,,,,false,,false,AY59,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72221-4010,0,2210015515,10,2025-07-02 00:00:00,A1,,,X,,,,2025-06-20 00:00:00,,Y,,,,,,,,,,,M12,蕭嘉欣,,,,,OK,91N125070365,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4802260,Z040,0026.0070.COM202,false,false,,,,1,,2025-08-22 00:00:00,,,,,,,2025-06-17 00:00:00,,,,1762,,,COM,
MO,91N1,Save,,0,0,2025-10-31 00:00:00,2507.91-72221-4010,2025-08-22 00:00:00,91N125070365,91-72221-4010,cExpress-MTL-125H,(G)Rev.,ZREL,6,0,2025-08-15 00:00:00,2025-08-22 00:00:00,2025-08-26 00:00:00,"9V-72221-000E減量,59-72221-4010+91",,,,2025-08-21 00:00:00,,,,,,,,,,,false,,false,AY91,P02,COM-陳佳菱,ADLINK Technology Korea Ltd.,91-72221-4010,0,2210015515,10,2025-07-02 00:00:00,,,,X,,,,2025-06-20 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,,,,91N125070365,1100,C,,0,AD5100,ADLINK Technology Korea Ltd.,4802259,Z041,0026.0070.COM202,false,false,,,,1,,2025-08-22 00:00:00,,,,,,,2025-06-17 00:00:00,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-10-22 00:00:00,2507.91-72222-100E,2025-08-06 00:00:00,91E125070155,91-72222-100E,cExpress-RLP-i3-13300HRE-16G,(EA)Rev.,ZREL,10,0,2025-08-15 00:00:00,2025-08-06 00:00:00,2025-08-08 00:00:00,"[掃貨]收單:20250523[FSRR-0004712],Cindy#8585,55+59+91",,,,2025-08-05 00:00:00,,9.其它,拔工單(8/22>8/26),2025-07-21 00:00:00,,,,,,SRR,false,P,false,RY05,P02,COM-陳佳菱,FSRR-0004712,91-72222-100E,0,SRR-COM,0,2025-07-18 00:00:00,,5/26進單，掃貨滿足,,X,,,,2025-05-26 00:00:00,,,46-60B94-1000-A0(20250815)H,,,,,,,,,,M12,蕭嘉欣,,,,,7/24:46-60B94-1000-A0=>DCN-065238新增，ETA:8/12，已請採購Pull in 8/4),91E125070155,1100,,,0,,,4766718,Z040,0026.0070.COM202,true,true,2025-07-25 00:00:00,,,1,,2025-12-08 00:00:00,,,,,@5D@,,,,,,0,X,,COM,
MO,59E1,Save,,0,0,,2507.91-72222-201E,2025-07-21 00:00:00,59E125070202,59-72222-203E,cExpress-RLP-i3-1320PRE-16G,(EA)Rev.,ZREL,10,0,,2025-07-21 00:00:00,2025-08-05 00:00:00,"[掃貨]20250523,Cindy#8585,[FSRR-0004712],55+59+91",,,,2025-07-18 00:00:00,,,,2025-07-18 00:00:00,Y,X,X,,,SRR,false,P,false,RY05,P14,COM -EA1,FSRR-0004712,91-72222-201E,10,SRR-COM,0,,A1,,,X,,,,2025-06-04 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,2025-07-19 00:00:00,,,91E125070202,1100,,,0,,,4783325,Z040,0026.0070.COM202,false,false,,,,1,,2025-08-15 00:00:00,,,,,,,,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-10-24 00:00:00,2507.91-72222-201E,2025-08-06 00:00:00,91E125070202,91-72222-201E,cExpress-RLP-i3-1320PRE-16G,(EA)Rev.,ZREL,10,0,2025-08-15 00:00:00,2025-08-06 00:00:00,2025-08-08 00:00:00,"[掃貨]20250523,Cindy#8585,[FSRR-0004712],55+59+91",,,,2025-08-05 00:00:00,,9.其它,拔工單(8/22>8/26),2025-07-21 00:00:00,,,,,,SRR,false,P,false,RY05,P14,COM -EA1,FSRR-0004712,91-72222-201E,0,SRR-COM,0,,,,,X,,,,2025-06-04 00:00:00,,,46-60B94-1000-A0(20250815)H,,,,,,,,,,M12,蕭嘉欣,,,,,7/24:46-60B94-1000-A0=>DCN-065238新增，ETA:8/12，已請採購Pull in 8/4),91E125070202,1100,,,0,,,4783324,Z040,0026.0070.COM202,false,false,2025-07-02 00:00:00,,,1,,2025-08-15 00:00:00,,,,,,,,,,,0,,,COM,
MO,59E1,Save,,0,0,,2507.91-72222-300E,2025-07-21 00:00:00,59E125070133,59-72222-301E,cExpress-RLP-i7-1365URE-16G,(EA)Rev.,ZREL,12,0,,2025-07-21 00:00:00,2025-08-05 00:00:00,"2025/07/15[FSRR-0004583+FSRR-0004681],Cindy#8585,55+59+91",,,,2025-07-18 00:00:00,,,,2025-07-18 00:00:00,Y,X,X,,,SRR,false,,false,RY05,P14,COM -EA1,FSRR-0004681,91-72222-300E,12,SRR-COM,0,2025-07-15 00:00:00,A1,,,X,,,,2025-05-21 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,2025-07-19 00:00:00,,,91E125070133,1100,,,0,,,4764188,Z040,0026.0070.COM202,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-12-17 00:00:00,2507.91-72222-300E,2025-08-06 00:00:00,91E125070133,91-72222-300E,cExpress-RLP-i7-1365URE-16G,(EA)Rev.,ZREL,12,0,2025-07-28 00:00:00,2025-08-06 00:00:00,2025-08-08 00:00:00,"2025/07/15[FSRR-0004681],Cindy#8585,55+59+91",,,,2025-08-05 00:00:00,,9.其它,拔工單(8/22>8/26),2025-07-21 00:00:00,,,,,,SRR,false,,false,RY05,P14,COM -EA1,FSRR-0004681,91-72222-300E,0,SRR-COM,0,2025-07-15 00:00:00,,,,X,,,,2025-05-21 00:00:00,,,,,,,,,,,,,M12,蕭嘉欣,,,,,,91E125070133,1100,,,0,,,4756969,Z040,0026.0070.COM202,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,,,,,0,,,COM,
MO,59E1,Save,,0,0,2025-07-29 00:00:00,2507.91-72307-L30S,2025-08-07 00:00:00,59E125070321,59-72307-L31E,t2nanoX-EL-x6211E-8G-32G/BEL,(EA),ZREL,10,0,,2025-08-07 00:00:00,2025-08-13 00:00:00,"55/59-72307-L30E+85+91,[挪9V-72307-4000(202507*10)]",,,,2025-08-06 00:00:00,,,,,,,,,,,false,,false,AY59,P14,COM -EA1,Datasol (B) Pvt Ltd,91-72307-L30S,0,1100028903,10,,A1,,,X,,,,2025-07-07 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,,,,91E125070321,1100,C,,0,3136,Datasol (B) Pvt Ltd,4825563,Z040,0026.0070.COM301,false,false,,,,1,,2025-07-31 00:00:00,,,,,,,2025-06-05 00:00:00,,,,0,,,COM,
MO,85E1,Save,,0,0,2025-07-30 00:00:00,2507.91-72307-L30S,2025-08-13 00:00:00,85E125070321,85-72307-L31S,t2nanoX-EL-x6211E-8G-32G/BEL,(EA),ZREL,10,0,,2025-08-13 00:00:00,2025-08-18 00:00:00,"55/59-72307-L30E+85+91,[挪9V-72307-4000(202507*10)]",,,,2025-08-13 00:00:00,,,,,,,,,,,false,,false,AY85,P14,COM -EA1,Datasol (B) Pvt Ltd,91-72307-L30S,0,1100028903,10,,,,,X,,,,2025-07-07 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,,,,91E125070321,1100,C,,0,3136,Datasol (B) Pvt Ltd,4825564,Z040,0026.0070.COM301,false,false,,,,1,,2025-07-31 00:00:00,,,,,,,2025-06-05 00:00:00,,,,0,,,COM,
MO,91E1,Save,,0,0,2025-08-07 00:00:00,2507.91-72307-L30S,2025-08-19 00:00:00,91E125070321,91-72307-L31S,t2nanoX-EL-x6211E-8G-32G/BEL,(EA),ZREL,10,0,2025-07-31 00:00:00,2025-08-19 00:00:00,2025-08-20 00:00:00,"55/59-72307-L30E+85+91,[挪9V-72307-4000(202507*10)]",,,,2025-08-18 00:00:00,,,,,,,,,,,false,,false,AY91,P14,COM -EA1,Datasol (B) Pvt Ltd,91-72307-L30S,0,1100028903,10,,,,,X,,,,2025-07-07 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,,,,91E125070321,1100,C,,0,3136,Datasol (B) Pvt Ltd,4825565,Z040,0026.0070.COM301,false,false,,,,1,,2025-07-31 00:00:00,,,,,,,2025-06-05 00:00:00,,,,0,,,COM,
MO,59R1,Save,,0,0,2025-07-29 00:00:00,2507.91-72307-Q12S,2025-08-01 00:00:00,59R125070170,59-72307-Q120,t2nanoX-EL-x6413E-8G-32G,(G),ZREL,6,0,,2025-08-01 00:00:00,2025-08-29 00:00:00,"(C)(1),COM-Jessie#8005,ECN-003413,依重工指導書執行,on board 更新+標準測試","8/1,文件OK",,,2025-07-24 00:00:00,,,,2025-07-25 00:00:00,,,,,,,false,,false,AY59,P02,COM-陳佳菱,,,0,,0,,A1,,,X,,,,2025-07-23 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,,,,,1100,,,0,,,4848643,Z040,0026.0070.COM301,false,false,,,,1,,,,,,,,,,,,,0,,,COM,
MO,85N1,Save,,0,0,2025-07-31 00:00:00,2507.91-72307-Q12S,2025-08-06 00:00:00,85N125070495,85-72307-Q13S,t2nanoX-EL-x6413E-8G-32G,(G),ZREL,6,0,,2025-08-06 00:00:00,2025-08-12 00:00:00,"9V-72307-4000減量,59-72307-Q110+85-72307-Q12S+91",,,,2025-08-06 00:00:00,,,,,,,,,,,false,,false,AY85,P02,COM-陳佳菱,上海凌华智能科技有限公司,91-72307-Q12S,0,2210015201,10,,,,,X,,,,2025-07-24 00:00:00,,,,,,,,,,,,,M02,黃佳雯,,,,,,91N125070495,1100,C,,0,AD2300,上海凌华智能科技有限公司,4848915,Z040,0026.0070.COM301,false,false,,,,1,,2025-07-28 00:00:00,,,,,,,2025-05-23 00:00:00,,,,0,,,COM,
