Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2025-03-01 00:00:00,Unnamed: 24,2025-03-02 00:00:00,Unnamed: 26,2025-03-03 00:00:00,Unnamed: 28,2025-03-04 00:00:00,Unnamed: 30,2025-03-05 00:00:00,Unnamed: 32,2025-03-06 00:00:00,Unnamed: 34,2025-03-07 00:00:00,Unnamed: 36,2025-03-08 00:00:00,Unnamed: 38,2025-03-09 00:00:00,Unnamed: 40,2025-03-10 00:00:00,Unnamed: 42,2025-03-11 00:00:00,Unnamed: 44,2025-03-12 00:00:00,Unnamed: 46,2025-03-13 00:00:00,Unnamed: 48,2025-03-14 00:00:00,Unnamed: 50,2025-03-15 00:00:00,Unnamed: 52,2025-03-16 00:00:00,Unnamed: 54,2025-03-17 00:00:00,Unnamed: 56,2025-03-18 00:00:00,Unnamed: 58,2025-03-19 00:00:00,Unnamed: 60,2025-03-20 00:00:00,Unnamed: 62,2025-03-21 00:00:00,Unnamed: 64,2025-03-22 00:00:00,Unnamed: 66,2025-03-23 00:00:00,Unnamed: 68,2025-03-24 00:00:00,Unnamed: 70,2025-03-25 00:00:00,Unnamed: 72,2025-03-26 00:00:00,Unnamed: 74,2025-03-27 00:00:00,Unnamed: 76,2025-03-28 00:00:00,Unnamed: 78,2025-03-29 00:00:00,Unnamed: 80,2025-03-30 00:00:00,Unnamed: 82,2025-03-31 00:00:00,Unnamed: 84
,,一般重工,55R125030026,55-72221-4010,cExpress-MTL-125H,1,2025-03-05 00:00:00,2025-03-06 00:00:00,,2025-03-05 00:00:00,,,"(B*1),(4))COM-Clare#8758,,For FAE驗證,依重工指導書重工",,,60,,,,,,,,,,,,,,,,0,,0,1,60,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,跳線,55E124120091,55-E0059-000E,Robotics Plus NAV Carrier board,10,2025-03-03 00:00:00,2025-03-05 00:00:00,,2025-03-05 00:00:00,,,evelyn,,,10,,,,,,,,,,,,,,,10,100,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,91R125030037,91-18907-1010,PCIe-9146,1,2025-03-05 00:00:00,2025-03-07 00:00:00,,2025-03-05 00:00:00,,,"(A),(5),IST-Elsa,庫存改機,FOR訂單,IST改機 91-18907-0010->91-18907-1010,依重工指導書重工,標準測試",,,10,,,,,,,,,,,,,,0,,0,,0,1,10,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,91R125020116,91-77A07-2810,SMARC-DEV-LEC-iMX8MP-Q-N-2G-32G-BW/EU,1,2025-03-03 00:00:00,2025-03-04 00:00:00,,2025-02-25 00:00:00,,,"(1)(A)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-179783",,,10,,,,,,,,,,,,,1,10,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,85R125020118,85-72512-151C,LEC-iMX8MP-Q-N-8G-64G-ER-cc/AVA-1000,18,2025-03-03 00:00:00,3/4~3/5,,2025-02-26 00:00:00,,,"(A),(1) COM-Claire, DCN-063205導入, 依重工指導書重工，要執行標準測試, 庫存底階原料號是59-72512-151E 要重工至最新版59-72512-152E",,,10,,,,,,,,,,,,,18,180,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,85R125020120,85-66005-104E,Abaxis BT2 CB/cExpress-BT2-E3827/ Abaxis,5,2025-03-03 00:00:00,2025-03-05 00:00:00,,2025-02-26 00:00:00,,,"(B*1)(A)COM-Winnie,ECN-002833,請依重工指導書內容作業&標準測試",,,60,,,,,,,,,,,,,,0,5,300,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,59R125030016,59-65528-0020,CPU-MMI-CP-100,3,2025-03-05 00:00:00,2025-03-06 00:00:00,,2025-03-05 00:00:00,,,"(B)*1,(1)NCA-Chloe,ECN-000748,依重工指導書作業,標準測試",,,60,,,,,,,,,,,,,,,,,3,180,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,85R125020121,85-66822-101C,Redflex CCI Board Assembly,10,2025-03-03 00:00:00,2025-03-05 00:00:00,,2025-03-03 00:00:00,,,"(A)(8)TPMC異常& DCN-062516,依重工指導書作業",,,10,,,,,,,,,,,,,,0,10,100,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,55R125030028,55-72512-141E,LEC-iMX8MP-Q-N-8G-32G-BW-ER/Carrier,2,2025-03-04 00:00:00,2025-03-05 00:00:00,,2025-03-03 00:00:00,,,"(B),(2), COM-Claire, DEV-0053707, 驗證替代料 (BU供料), 依重工指導書重工, 不須標準測試, 板卡領用AN77(預留單:0004656191-0001), 重工完後入庫AN77 BU領走",,,60,,,,,,,,,,,,,,0,2,120,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,55R125030027,55-72512-141E,LEC-iMX8MP-Q-N-8G-32G-BW-ER/Carrier,2,2025-03-04 00:00:00,2025-03-05 00:00:00,,2025-03-03 00:00:00,,,"(B),(2), COM-Claire, DEV-0053705, 驗證替代料 (BU供料), 依重工指導書重工, 不須標準測試, 板卡領用AN77(預留單:0004656191-0001), 重工完後入庫AN77 BU領走",,,60,,,,,,,,,,,,,,,2,120,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030030,59-32209-101E,RCPU-210/x86 SMARC carrier board,2,2025-03-06 00:00:00,2025-03-07 00:00:00,,2025-03-06 00:00:00,,,"(A),(1) DRC-Ivy,DCN-063758,依重工指導書作業,需驗證,標準測試",,,10,,,,,,,,,,,,,,,,0,,,2,20,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,59R125030031,59-32209-003E,RCPU-200/SMARC carrier board,10,2025-03-06 00:00:00,2025-03-07 00:00:00,,2025-03-06 00:00:00,,,"(A),(1) DRC-Ivy,DCN-063758,依重工指導書作業,需驗證,標準測試",,,10,,,,,,,,,,,,,,,,0,,,10,100,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,91R125030017,90-20079-1110,NEON-203B-ONO Starter Kit,2,2025-03-03 00:00:00,2025-03-05 00:00:00,,2025-03-03 00:00:00,,,"(A),(1),IST-Natasha,PN-187381,過C4,請更換版次",,,10,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,
,,一般重工,55R125020119,55-66822-001E,Redflex CCI,1,2025-03-03 00:00:00,2025-03-04 00:00:00,,2025-02-26 00:00:00,,,"(A)(8)TPMC ,HOLD,系統板卡零件(C99)反向,依重工指導書重工",,,10,,,,,,,,,,,,,1,10,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,55R125020080,55-72217-6120,cExpress-EL-J6426/MindRay,2,2025-02-21 00:00:00,2025-03-03 00:00:00,,2025-02-21 00:00:00,,"(B*1),(9) COM-Cindy,依重工指導書重工,重工完成後入AN77","(B*1),(9) COM-Cindy,依重工指導書重工,重工完成後入AN77",,,60,,,,,,,,,,,2,120,,0,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,55R125020109,55-76005-203E,Q7-EL-6413E-8G-64G-ER,5,2025-02-25 00:00:00,2025-03-04 00:00:00,,2025-02-24 00:00:00,,,"(B*1),(2) COM-Claire, DEV-0053631, 驗證EOL替代料, 重工料件由BU提供, 板卡領用AN77(預留單:0004636199-0001), 重工完入庫AN77",,,60,,,,,,,,,,,,0,5,300,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,55R125030018,55-73301-201E,COM-HPC-cRLS-i7-13700E,5,2025-02-27 00:00:00,2025-03-03 00:00:00,2025-03-05 00:00:00,2025-02-25 00:00:00,,,"(A),(5) COM-Cindy,依重工指導書重工",,,10,,,,,,,,,,,5,50,,0,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,59R125020077,59-79028-0010,Aristocrat Gen10 Config stick,5,2025-02-21 00:00:00,2025-03-03 00:00:00,,2025-02-18 00:00:00,,,"(A),(1) COM-Cindy,PN-189179,C4 換標籤",,,10,,,,,,,,,,,5,50,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,59R125020098,59-72512-1010,LEC-iMX8MP-Q-N-4G-32G-ER,1,2025-02-21 00:00:00,2025-03-03 00:00:00,,2025-02-20 00:00:00,,,"(B*1)(8)TPMC異常,更換71-00088-04Z0,位置U101",,,60,,,,,,,,,,,1,60,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,59R125020104,59-A1029-1010,"MLB-3100, Q670 for 13th processor",2,2025-02-25 00:00:00,2025-03-04 00:00:00,,2025-02-21 00:00:00,,,PN-189618，過C4,,,5,,,,,,,,,,,,0,2,10,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,59R125020113,59-41809-00A0,NuPRO-E43,8,2025-02-27 00:00:00,2025-03-03 00:00:00,2025-03-04 00:00:00,2025-02-25 00:00:00,,,"(A),(1) ECP-HC, 依重工指導書重工",,,10,,,,,,,,,,,10,100,,0,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,85R125020089,85-72220-221E,ASH-cExpress-ALN-N97-8G/Mettler,1,2025-02-24 00:00:00,2025-03-03 00:00:00,,2025-02-21 00:00:00,,,"(B*2),(9) COM-Jessie,依重工指導書重工,重工完成後入AN77",,,120,,,,,,,,,,,1,120,,0,,,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,85R125020101,85-65537-0020,NVR MB,1,2025-02-21 00:00:00,2025-03-03 00:00:00,,2025-02-21 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證,WI_25021400197,Component Verification,品號:75-00063-0120,位置: SU1",,,60,,,,,,,,,,,1,60,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,91R125020102,91-37199-0210,cPCI-R6100AT-3YW,1,2025-02-25 00:00:00,2025-03-04 00:00:00,,2025-02-24 00:00:00,,,"(A),(5) DRC-Michael,依重工指導書作業,標準測試,需PE驗證",,,10,,,,,,,,,,,,0,1,10,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,91R125020103,91-A1029-1010,"MLB-3100, Q670 for 13th processor",2,2025-02-25 00:00:00,2025-03-04 00:00:00,,2025-02-21 00:00:00,,,PN-189618，過C4,,,5,,,,,,,,,,,,0,2,10,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,BGA,91R125020105,91-7C005-2010,EGX-MXM-A2000-4G-35W/Adlink logo,1,2025-02-27 00:00:00,2025-03-03 00:00:00,,2025-02-27 00:00:00,,,(B*1)(4)，依重工指導書重工(換60)  0010->2010,,,60,,,,,,,,,,,,0,1,60,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,,一般重工,91R125020110,91-41809-0080,NuPRO-E43,226,2025-02-25 00:00:00,2/25~3/3,2025-03-04 00:00:00,2025-02-25 00:00:00,,,"(A),(1) ECP-Pinky,依重工作業指導書作業",,,10,,,,,,,,,,,31,310,,0,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,資料夾無,,85R125020028,85-77513-0040,ASH-ECAR-EVE-CF/16GB/BKM,3,,,,,,,"(A)(1)ECN-001513,庫存重工,依重工指導書重工&標準測試",,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,2024年?,,59R124090036,59-A1033-1020,"SP2-IMX8-Q, 2GB, 32GB, 12V, CT2",5,,,,,,,"(A),(1) EV-Agnes,ECN-002529,,等BU提供重工指導書",,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,報廢,,59R125020076,59-7C003-A010,EGX-MXM-T1000/Align,1,,,,,,,"(4)MD-Yijun,更換GPU 料號71-01911-01Z0,SN:25111011FB，標準測試",,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,
,5F重工,,85R125030014,85-65506-B20E,M9537-55611,7,,,,2025-02-25 00:00:00,,,"(A),(4),NCA-Yuki,請依重工指導書內容作業 ,請更換版次及品名,請執行標準測試",,,10,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,,0,9,90,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,10,,0,,0,,0,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,2,120,4,390,10,100,0,0,0,0,13,130,0,0,37,420,30,400,20,750,28,280,0,0,40,1000
