Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,2025-07-01 00:00:00,Unnamed: 24,2025-07-02 00:00:00,Unnamed: 26,2025-07-03 00:00:00,Unnamed: 28,2025-07-04 00:00:00,Unnamed: 30,2025-07-05 00:00:00,Unnamed: 32,2025-07-06 00:00:00,Unnamed: 34,2025-07-07 00:00:00,Unnamed: 36,2025-07-08 00:00:00,Unnamed: 38,2025-07-09 00:00:00,Unnamed: 40,2025-07-10 00:00:00,Unnamed: 42,2025-07-11 00:00:00,Unnamed: 44,2025-07-12 00:00:00,Unnamed: 46,2025-07-13 00:00:00,Unnamed: 48,2025-07-14 00:00:00,Unnamed: 50,2025-07-15 00:00:00,Unnamed: 52,2025-07-16 00:00:00,Unnamed: 54,2025-07-17 00:00:00,Unnamed: 56,2025-07-18 00:00:00,Unnamed: 58,2025-07-19 00:00:00,Unnamed: 60,2025-07-20 00:00:00,Unnamed: 62,2025-07-21 00:00:00,Unnamed: 64,2025-07-22 00:00:00,Unnamed: 66,2025-07-23 00:00:00,Unnamed: 68,2025-07-24 00:00:00,Unnamed: 70,2025-07-25 00:00:00,Unnamed: 72,2025-07-26 00:00:00,Unnamed: 74,2025-07-27 00:00:00,Unnamed: 76,2025-07-28 00:00:00,Unnamed: 78,2025-07-29 00:00:00,Unnamed: 80,2025-07-30 00:00:00,Unnamed: 82,2025-07-31 00:00:00,Unnamed: 84,2025-08-01 00:00:00,Unnamed: 86
,,BGA,59R125070121,59-72135-30B0,Express-CFR-E-2276ME,3,2025-07-15 00:00:00,2025-08-01 00:00:00,,2025-07-15 00:00:00,,,"(B*1)(5),LC-Karen,庫存改機 For訂單,59-72135-3130>59-72135-30B0,依重工指導書執行,標準測試",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,3,180
,,一般重工,91R125070122,91-77105-B03E,I-Express-VR7-V3C18I-2x10GBASE-T Dev Kit,1,2025-07-15 00:00:00,2025-08-01 00:00:00,,2025-07-15 00:00:00,,,"(A)(1),COM-Cindy#8585,ECN-002947,依重工指導書執行,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,10
,,一般重工,55R125070113,55-49072-A010,"EGW3200 PWR board 90W,IDS",4,2025-07-17 00:00:00,2025-08-01 00:00:00,,2025-07-17 00:00:00,,,"(A)(5),LC-Peter,庫存改機,55-49072-B000>55-49072-A010 For訂單,依重工指導書執行",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,40
,,BGA,55R125070107,55-72220-501E,t1cExpress-ASL-x7211RE-4G,2,2025-07-30 00:00:00,2025-07-31 00:00:00,急件,2025-07-30 00:00:00,,,"(B*1)(2),COM-Jessie#8005,DEV-0054945,128G eMMC EOL, 急需驗證替代料 72-07028-19Z0,依重工指導書執行,重工完後入AN77倉BU領取",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,,
,,BGA,91R125070127,91-72304-R0A0,nanoX-BT-E3845-4G,5,2025-07-21 00:00:00,2025-07-29 00:00:00,一片5顆BGA,2025-07-18 00:00:00,,,"(B*3)(5),LC-Karen,庫存改機For訂單,91-72304-20B0>91-72304-R0A0,依重工指導書執行,標準測試",,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,600,2,600,1,300,,
,,一般重工,59R125070139,59-A1033-1140,"SP2-IMX8-Q, 2GB, 32GB, 12-24V, CT, TPM",25,2025-07-22 00:00:00,2025-07-31 00:00:00,2025-08-05 00:00:00,2025-07-18 00:00:00,,,(A)(1)EV-Agnes，ECN-003486,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,250,,
,,一般重工,59R125070158,59-72218-1710,cExpress-TL-i5-1145G7E-TPM,1,2025-07-23 00:00:00,2025-08-01 00:00:00,,2025-07-23 00:00:00,,,"(A)(1),COM-Cindy#8585,C4,更換版次標籤,Change egineering verision lable,PN-193582",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10
,,一般重工,55R125070141,55-77522-003E,Aristocrat Gen10 Carrier,1140,2025-07-24 00:00:00,2025-07-25 00:00:00,,2025-07-22 00:00:00,,,"(A)(4),MPM-Joanne,依重工指導書執行更換61-00000-120M>61-E0017-0090位置:U22",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,1500,,0,,,150,1500,250,2500,260,2600,165,1650,165,1650
,,一般重工,59R125070166,59-A2052-0010,Triton S1 HTX w/ video output,1,2025-07-25 00:00:00,,,2025-07-24 00:00:00,,,"(A)(4),EV-Agnes #8837,替代料驗證,依重工指導書執行,不需測試,完工後入AN77倉BU領出",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125070176,59-7C001-D020,MXM-RTX3000/Getec,1,2025-07-25 00:00:00,,2025-07-29 00:00:00,2025-07-25 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25072200041,品號:72-61256-00Z0,位置: U901",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,
,,BGA,59R125070175,59-7C003-A010,EGX-MXM-T1000/Align,1,2025-07-25 00:00:00,,2025-07-29 00:00:00,2025-07-25 00:00:00,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25072200037,品號:72-61256-00Z0,位置: M1",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125070018,91-66946-002E,"B&R X20 Edge System (No 4G,TCM,TPM)",200,2025-06-18 00:00:00,2025-07-14 00:00:00,7/9*50 150pcs尚未投產 待確認,,,,"(A)(1),ECP-Erica#8719,DCN-064752+DCN-064544,需先進行91階拆解後再依重工指導書執行重工,標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,500,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,50,500,50,500
,測試做,一般重工,59R125070143,59-7C003-H010,EGX-MXM-T1000/SS GDDR/Align,14,,2025-08-01 00:00:00,,2025-07-22 00:00:00,,,"(A)(2),DEV-0055031 ,EV-Maggie#8874,庫存改機For 訂單,59-7C003-0040>H010,59由RD自行測試,只需換產品Label",,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,17,520,11,260,1,60,71,710,0,0,0,0,64,1030,45,2100,46,2280,48,2110,69,1890,,,,,89,1390,65,1110,40,800,24,640,238,2075,340,2700,,,308,1630,336,1940,377,2750,262,2175,227,3440,55,1160,,,194,2550,252,3100,262,3200,193,2320,182,1970
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,支援*3,,支援*3,,支援*3,,支援*3,,支援*4,,,,,,支援*4,,支援*4,,支援*4,,支援*4,,
