Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,日期,2025-04-01 00:00:00,Unnamed: 24,2025-04-02 00:00:00,Unnamed: 26,2025-04-03 00:00:00,Unnamed: 28,2025-04-04 00:00:00,Unnamed: 30,2025-04-05 00:00:00,Unnamed: 32,2025-04-06 00:00:00,Unnamed: 34,2025-04-07 00:00:00,Unnamed: 36,2025-04-08 00:00:00,Unnamed: 38,2025-04-09 00:00:00,Unnamed: 40,2025-04-10 00:00:00,Unnamed: 42,2025-04-11 00:00:00,Unnamed: 44,2025-04-12 00:00:00,Unnamed: 46,2025-04-13 00:00:00,Unnamed: 48,2025-04-14 00:00:00,Unnamed: 50,2025-04-15 00:00:00,Unnamed: 52,2025-04-16 00:00:00,Unnamed: 54,2025-04-17 00:00:00,Unnamed: 56,2025-04-18 00:00:00,Unnamed: 58,2025-04-19 00:00:00,Unnamed: 60,2025-04-20 00:00:00,Unnamed: 62,2025-04-21 00:00:00,Unnamed: 64,2025-04-22 00:00:00,Unnamed: 66,2025-04-23 00:00:00,Unnamed: 68,2025-04-24 00:00:00,Unnamed: 70,2025-04-25 00:00:00,Unnamed: 72,2025-04-26 00:00:00,Unnamed: 74,2025-04-27 00:00:00,Unnamed: 76,2025-04-28 00:00:00,Unnamed: 78,2025-04-29 00:00:00,Unnamed: 80,2025-04-30 00:00:00,Unnamed: 82,2025-05-01 00:00:00,Unnamed: 84
,,一般重工,91R125040053,91-71116-E020-10,ETX-BT-E3815-NO AUDIO,12,2025-04-07 00:00:00,2025-04-09 00:00:00,,2025-04-07 00:00:00,,,"(1)(A)COM-Jessie,更換版次標籤,Change egineering verision lable,PN-190712",,,10,,,,,,,,,,,,,,,,,,,,,,,12,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125040041,59-A2040-0010,XA182-ANISE Video board,1,2025-04-02 00:00:00,2025-04-07 00:00:00,,,,,"(B*1),(3)ADLINK,掃貨驗證Component Verification,WI_25032900057,品號:71-00412-02Z0,位置: U3",,,60,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,加工別,55E125030346,55-E0059-000E,Robotics Plus NAV Carrier board,2,2025-03-31 00:00:00,2025-04-08 00:00:00,,,,,爆板balen同意承擔打件,,,10,,,,,,,,0,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,85R125040040,85-66822-101C,Redflex CCI Board Assembly,1,2025-04-02 00:00:00,2025-04-08 00:00:00,,2025-04-01 00:00:00,,,"(8)(A),維修需求,板卡除膠,產出入AN77",,,10,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,91R125040047,91-7C005-5110,MXM-A1000-4G-35W,1,2025-04-02 00:00:00,2025-04-08 00:00:00,,2025-04-07 00:00:00,,,"(B*1)(5)LC-Rory庫存改機,91-7C005-1110-10重工為5110,改60標準測試",,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,55R125040051,55-77525-001E,Bayer NGCT SCP C/B,4,2025-04-07 00:00:00,2025-04-09 00:00:00,,2025-04-07 00:00:00,,,"(A), (1) COM-Claire, DCN-064074, 依重工指導書重工, 不用標準測試, 重工完後入庫AY55",,,10,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BGA,59R125030163,59-72135-6320,Express-CFR-E-2254ML/TPM2.0/CWC,1,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(B*1)(1)Com-Cindy,ECN-002980,依重工指導書重工, 標準測試",,,60,,,,,,,1,60,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,55R125030156,55-72221-4010,cExpress-MTL-125H,1,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(A),(4)COM-Clare-8758.僅SSD重新加熱,依重工指導書重工,產出入AN77",,,10,,,,,,,1,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040026,59-65633-0010,WeRide GU BOX PW,1,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(A),(1) NCA-Evelyn,PN-190518,C4,換標籤,入AY91",,,10,,,,,,,1,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040025,59-65639-0010,WeRide GU BOX Lan board-base T1,6,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(A),(1) NCA-Evelyn,PN-190518,C4,換標籤,入AY91",,,10,,,,,,,6,60,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125040027,59-65633-0010,WeRide GU BOX PW,2,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(A),(1) NCA-Evelyn,PN-190518,C4,換標籤",,,10,,,,,,,2,20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125030151,91-72139-J010,t1Express-RLP-i7-13800HRE-VGA,2,2025-03-27 00:00:00,2025-04-01 00:00:00,,,,,"(1)(A)COM-Cindy,過C4,更換版次標籤,Change egineering verision lable,PN-189180",,,10,,,,,,,2,20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,91R125030145,91-72137-1120,Express-ID7-D-1735TR/RP,1,2025-03-31 00:00:00,2025-04-11 00:00:00,,2025-04-10 00:00:00,,,"(A)(5)LC-Karen,庫存改機,FOR訂單,COM改機,,依重工指導書重工, 標準測試",,,10,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一般重工,59R125030171,59-77A07-5010,I-Pi SMARC Plus X,4,2025-03-31 00:00:00,2025-04-01 00:00:00,,2025-03-28 00:00:00,,,"(A)(1)COM-Claire, 過C4,更換版次標籤,Change egineering verision lable,PN-190375",,,10,,,,,,,4,40,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AN77,BGA,85R125040031,85-7C005-100S,t1EGX-MXM-A1000-4G-60W/Adlink logo,1,2025-03-31 00:00:00,2025-04-02 00:00:00,,,,,(B*1)(4)更換60-7C005-B080-->B0C0,,,60,,,,,,,,,,,,,,,,,,,,,1,60,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,18,280,1,10,0,0,0,0,0,0,0,0,4,240,15,450,41,410,19,190,1,10,0,0,0,0,26,1112,32,1024,32,1024,32,1024,28,1132,129,645,0,0,33,785,13,780,96,755,56,928,88,880,0,0,0,0,46,760,23,930,24,840,0,0
